1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
#
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
#
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
1774888,5895185957
#
@
2947384,6697126976
2958118,4448074023
2921770,1324225916
2947384,6697126976
2921770,1324225916
2947384,6697126976
2921770,1324225916
2921770,1324225916
2921770,1324225916
3025076,6942951432
2947384,6697126976
2947384,6697126976
2921770,1324225916
2947384,669712697
2921770,1324225916
3052248,986468157
2921770,1324225916
2921770,132422592
2921770,1324225916
2947384,6697126976
#
2921770,1324225916
2921770,1324225916
2921770,132422591
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,132422591
2921770,1324225916
2921770,132422592
2921770,1324225916
2921770,132422591
2921770,132422591
2921770,1324225916
2921770,132422591
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
#
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,132422591
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,1324225916
2921770,132422592
2921770,132422591
2921770,1324225916
2921770,132422592
2921770,1324225916
2921770,1324225916
#
@
6182744,43953202
7127654,769724968
5045913,6185688395
7291458,134604413
5626416,163703483
5275603,444235757
7162366,023520811
5364391,328397345
6835083,899487213
5222979,520820327
6234841,788477003
5366834,150177616
5699879,697786015
5980578,115567468
6716048,306436374
6224087,265969914
5885355,518753094
6520243,817986999
6349040,762876152
5282911,728549807
#
5266901,718473147
5846061,175416216
4837861,325433479
4245094,472356214
4998273,5553503595
4674696,072272165
5076677,153544962
4416743,859969967
4335141,085881416
5934641,910702574
5855700,061446919
5022579,066538401
5134126,293240764
4686931,176308478
4460538,1249020845
4780082,309125436
5405854,834250123
4745076,533808876
5456378,131517209
4876368,556784544
#
4123183,412360834
3847702,4786236235
4239618,080158071
3847702,478623624
4265536,701973582
4049722,7205298706
4768683,0315760095
4277582,454481114
4389866,997539812
4499746,897157177
4214168,399998237
4466362,157390661
4239618,080158071
3847702,4786236235
3847702,478623623
4049722,72052987
4460383,463024065
4922140,069362303
4668260,07716383
3875384,389234719
#
@
18338876,961094774
20282723,808098026
19989469,182234388
18901806,85085031
19010733,829916775
19412681,64583523
19201090,759341978
20157788,105261624
19585884,608881116
19568560,882375002
19168800,706357263
19140410,329963084
20891878,12319781
18846997,002077244
17426291,924413666
20031249,416184828
17594702,737034548
20563064,090035338
17504556,61854272
19383452,307078324
#
17214522,411527418
19812342,231417496
18369626,32764726
18302843,285950188
18783155,77992948
17766014,931494664
16292839,19897261
19473161,780315958
16496473,668810675
17175766,022238597
17531308,29819524
17804905,986466542
18454092,02949359
18605097,522873875
18141378,08741284
18053162,03928035
18212174,316329308
19755242,19777956
17246682,34535731
19556497,122000948
#
11646547,155860469
13376754,45055722
12905526,124191858
12358456,154987078
14296641,771133289
13820646,058066683
11561261,752609365
14470300,902371176
14675965,663939642
12674965,597426876
12050917,348260248
11605711,970920272
13631937,892292548
12825075,31254777
12605663,828603808
12872192,00894849
14660483,80007334
13135612,882753517
13542101,150841277
14676734,983433263
#
@
44111763,15783126
42133811,53219061
42293064,633168526
41623330,20719543
45416106,25333648
42501786,18171372
43125103,288789965
44293323,34232711
42395000,352578804
41670977,24313469
44385139,02977052
41670816,9877841
44542092,88454453
42573740,302938215
43096239,52047328
43848995,276486166
44146413,7926854
43901851,725697264
42163598,77497373
42902751,37406388
#
41056555,53969507
39666425,60431602
41627788,93587035
41117721,50674274
40973328,27299588
40498894,13053205
43221868,515140705
42572710,927191794
42778823,301092446
43126337,30881501
38808453,78091309
42308881,75814886
44213766,64182355
42459802,91378065
40521585,46147771
41300199,99772584
41683503,43651587
39896001,34654735
42499322,29162146
43148933,474047214
#
37502188,80321364
37731234,2840519
36325703,907287724
35712661,79568022
36105990,7262445
36348769,12583063
35720794,08768768
37382174,227849506
35619947,30911433
37435090,25881614
36751993,5779895
36730427,21662794
35782581,866373576
37647252,12006142
36797938,21634409
34143969,8239834
37121861,53141536
36505761,9177499
36053433,56388133
37517720,47598071
#
@
